school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
WOODGROVE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
WOODGROVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS
WOODGROVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURE AND LANGUAGE
WOODGROVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DIKIR BARAT,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION)
WOODGROVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na
WOODGROVE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS)
WOODGROVE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
WOODGROVE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
WOODGROVE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
WOODGROVE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC
WOODGROVE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
WOODGROVE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND)
WOODGROVE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
WOODGROVE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
WOODGROVE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE
WOODGROVE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
WOODGROVE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,YOUTH FLYING CLUB
WOODGROVE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,"INFOCOMM, ROBOTICS & AVA CLUB"
WOODGROVE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
WOODGROVE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
WOODGROVE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL/HANDCHIME Ensemble
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
WOODLANDS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURAL CLUB
WOODLANDS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
WOODLANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
WOODLANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
WOODLANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,ROPE SKIPPING
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,HIP HOP DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,BRASS BAND
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFO COMM CLUB
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE - CONTEMPORARY
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA CLUB
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AVA/PHOTOGRAPHY CLUB
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na
WOODLANDS RING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,MEDIA RESOURCE LIBRARY
WOODLANDS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
WOODLANDS SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS
WOODLANDS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
WOODLANDS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
WOODLANDS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ELDDS
XINGHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
XINGHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
XINGHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
XINGHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
XINGHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
XINGHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
XINGHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
XINGHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
XINGHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
XINGHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS & GIRL GUIDES
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ART
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CERAMICS,na
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),Infocomm Club
XINMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
XINMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
XINMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
XINMIN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
XINMIN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
XINMIN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
XINMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
XINMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
XINMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na
XINMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
XINMIN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
XINMIN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
XINMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE
XINMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,BAND - SYMPHONIC
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SHOOTING,na
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (GIRLS)
XINMIN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
XINMIN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
XINMIN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
XINMIN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC (BOYS)
XINMIN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na
XINMIN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND - BOYS)
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE (GIRLS)
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
XINMIN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE CLUB
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,"CHINESE LANGUAGE, DRAMA AND DEBATING",MOTHER TONGUE CULTURE CLUB (CLDDS)
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,"MALAY LANGUAGE, DRAMA AND DEBATING",MOTHER TONGUE CULTURE CLUB (MLDDS)
XINMIN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE
XISHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (Mixed)
XISHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (Mixed)
XISHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY (Boys)
XISHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (Mixed)
XISHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (Mixed)
XISHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS
XISHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
XISHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ARTS
XISHAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT CLUB
XISHAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),ICT CLUB (MEDIA PRODUCTION)
XISHAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY GAMES
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY
YANGZHENG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,GREEN CLUB
YANGZHENG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCRABBLE CLUB,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
YANGZHENG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
YANGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,na
YEW TEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
YEW TEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
YEW TEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
YEW TEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
YEW TEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
YEW TEE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
YEW TEE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
YEW TEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
YEW TEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
YEW TEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
YEW TEE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
YEW TEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,Robotics Club
YEW TEE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL GIRLS & BOYS
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ENSEMBLE - ANGKLUNG
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,DANCE - MALAY/INTERNATIONAL
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODULAR CCA (VPA),Musical Cast 2020
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (BOYS)
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),DIGITAL ANIMATION
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,"MECHATRONICS, AERONAUTICS & ROBOTICS"
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB
YIO CHU KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY CLUB
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SHOOTING,AIR WEAPONS
YISHUN INNOVA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
